X(mm),Y(mm),I(pA)
7.5,-7.5,0.7760447
8.0,-7.5,0.45551630000000004
-8.0,-7.0,-0.1634067
-7.5,-7.0,-0.2557659
-7.0,-7.0,-0.2588107
-6.5,-7.0,-0.0320738
-6.0,-7.0,-0.1928397
-5.5,-7.0,-0.11671949999999999
-5.0,-7.0,-0.1666545
-4.5,-7.0,0.06779657
-4.0,-7.0,0.12422910000000001
-3.5,-7.0,0.43927679999999997
-3.0,-7.0,0.3347345
-2.5,-7.0,0.6536389
-2.0,-7.0,0.6018753
-1.5,-7.0,0.48312360000000004
-1.0,-7.0,0.5344811
-0.5,-7.0,0.3422453
0.0,-7.0,0.22836529999999997
0.5,-7.0,0.7555425
1.0,-7.0,0.8996685
1.5,-7.0,0.7443774
2.0,-7.0,0.9211858
2.5,-7.0,1.015172
3.0,-7.0,0.615273
3.5,-7.0,0.6487672
4.0,-7.0,0.9132691000000001
4.5,-7.0,0.7508733999999999
5.0,-7.0,0.728747
5.5,-7.0,0.6455192999999999
6.0,-7.0,1.029382
6.5,-7.0,0.5754861
7.0,-7.0,0.6128369
7.5,-7.0,0.37533340000000004
8.0,-7.0,0.43379579999999995
-8.0,-6.5,-0.1173285
-7.5,-6.5,-0.057853220000000004
-7.0,-6.5,0.006696805
-6.5,-6.5,-0.06414586
-6.0,-6.5,-0.2856051
-5.5,-6.5,0.1033206
-5.0,-6.5,-0.01380494
-4.5,-6.5,-0.1865472
-4.0,-6.5,0.1556932
-3.5,-6.5,0.2048179
-3.0,-6.5,0.6345573999999999
-2.5,-6.5,0.4059857
-2.0,-6.5,0.5653365
-1.5,-6.5,0.9782276
-1.0,-6.5,0.6396322999999999
-0.5,-6.5,0.5151966
0.0,-6.5,0.2687613
0.5,-6.5,0.6960648
1.0,-6.5,0.5239254
1.5,-6.5,0.9652359000000001
2.0,-6.5,0.6507972
2.5,-6.5,0.5044382
3.0,-6.5,0.4116694
3.5,-6.5,0.5876659
4.0,-6.5,0.48779239999999996
4.5,-6.5,0.45734319999999995
5.0,-6.5,0.6445043
5.5,-6.5,0.9155023
6.0,-6.5,0.5432101
6.5,-6.5,0.6905842
7.0,-6.5,0.5249404
7.5,-6.5,0.43643479999999996
8.0,-6.5,0.29738349999999997
-8.0,-6.0,-0.1524453
-7.5,-6.0,-0.1124569
-7.0,-6.0,-0.1688874
-6.5,-6.0,-0.1191555
-6.0,-6.0,-0.1818787
-5.5,-6.0,0.03470906
-5.0,-6.0,0.06109775
-4.5,-6.0,0.07043551
-4.0,-6.0,0.03470906
-3.5,-6.0,0.48840140000000004
-3.0,-6.0,0.6889602
-2.5,-6.0,0.4599822
-2.0,-6.0,0.7149435
-1.5,-6.0,0.5105279
-1.0,-6.0,0.6633828
-0.5,-6.0,0.39360280000000003
0.0,-6.0,0.6361814
0.5,-6.0,0.4991601
1.0,-6.0,0.7823376
1.5,-6.0,0.6516090999999999
2.0,-6.0,0.654451
2.5,-6.0,0.5509236999999999
3.0,-6.0,0.5259554
3.5,-6.0,0.4500354
4.0,-6.0,0.6373992
4.5,-6.0,0.8345073
5.0,-6.0,0.7667069999999999
5.5,-6.0,0.6735324
6.0,-6.0,0.698298
6.5,-6.0,0.7051997
7.0,-6.0,0.6715023999999999
7.5,-6.0,0.31057799999999997
8.0,-6.0,0.01684617
-8.0,-5.5,-0.1240271
-7.5,-5.5,-0.3245787
-7.0,-5.5,0.21456160000000002
-6.5,-5.5,-0.09276703
-6.0,-5.5,-0.1966967
-5.5,-5.5,0.05744384999999999
-5.0,-5.5,0.05176
-4.5,-5.5,0.1339728
-4.0,-5.5,0.09560684
-3.5,-5.5,0.06840556
-3.0,-5.5,0.6700817
-2.5,-5.5,0.38832510000000003
-2.0,-5.5,0.47195899999999996
-1.5,-5.5,0.48758949999999995
-1.0,-5.5,0.5460518999999999
-0.5,-5.5,0.5846209
0.0,-5.5,0.4478027
0.5,-5.5,0.6313099999999999
1.0,-5.5,0.6576988
1.5,-5.5,0.6942381
2.0,-5.5,0.6861183000000001
2.5,-5.5,0.2892637
3.0,-5.5,0.5026111000000001
3.5,-5.5,0.7890366
4.0,-5.5,0.6037024
4.5,-5.5,0.5342784
5.0,-5.5,0.5886808
5.5,-5.5,0.7344311
6.0,-5.5,0.8917517
6.5,-5.5,0.5275795
7.0,-5.5,0.5292033
7.5,-5.5,0.6497822000000001
8.0,-5.5,0.3032704
-8.0,-5.0,-0.2368882
-7.5,-5.0,-0.09662383000000001
-7.0,-5.0,-0.03207382
-6.5,-5.0,-0.051357650000000005
-6.0,-5.0,-0.002843622
-5.5,-5.0,-0.08221176
-5.0,-5.0,0.1221992
-4.5,-5.0,0.06272171
-4.0,-5.0,0.37634860000000003
-3.5,-5.0,0.22735039999999998
-3.0,-5.0,0.1357998
-2.5,-5.0,0.9041347
-2.0,-5.0,1.015579
-1.5,-5.0,0.7884278
-1.0,-5.0,0.2728212
-0.5,-5.0,0.890534
0.0,-5.0,0.5846208
0.5,-5.0,0.4664782
1.0,-5.0,0.22775649999999997
1.5,-5.0,0.5750803
2.0,-5.0,0.5629004
2.5,-5.0,0.7200184
3.0,-5.0,0.6108075
3.5,-5.0,0.9536652
4.0,-5.0,0.6022815
4.5,-5.0,0.6956589
5.0,-5.0,0.2994135
5.5,-5.0,0.822937
6.0,-5.0,0.6160852
6.5,-5.0,0.5949735
7.0,-5.0,0.4283151
7.5,-5.0,0.5549838
8.0,-5.0,0.8893162
-8.0,-4.5,-0.1575201
-7.5,-4.5,-0.01035418
-7.0,-4.5,0.2105018
-6.5,-4.5,0.01542524
-6.0,-4.5,-0.1816756
-5.5,-4.5,-0.09378201
-5.0,-4.5,0.12341710000000002
-4.5,-4.5,0.11083140000000001
-4.0,-4.5,0.050948049999999995
-3.5,-4.5,-0.0008137649
-3.0,-4.5,0.243184
-2.5,-4.5,0.7214395
-2.0,-4.5,0.6826676
-1.5,-4.5,0.46505720000000006
-1.0,-4.5,0.6416626
-0.5,-4.5,0.6786076
0.0,-4.5,0.4433368
0.5,-4.5,0.667037
1.0,-4.5,0.6124312000000001
1.5,-4.5,0.7121015
2.0,-4.5,0.8818052000000001
2.5,-4.5,0.7143347
3.0,-4.5,0.12869499999999998
3.5,-4.5,0.6763748
4.0,-4.5,0.6361816
4.5,-4.5,0.6759685000000001
5.0,-4.5,0.6136492
5.5,-4.5,0.6260319999999999
6.0,-4.5,0.8414094
6.5,-4.5,0.8014196
7.0,-4.5,0.5403680999999999
7.5,-4.5,0.5564047
8.0,-4.5,0.5036262
-8.0,-4.0,-0.1449349
-7.5,-4.0,-0.07977593000000001
-7.0,-4.0,0.1244321
-6.5,-4.0,0.1768048
-6.0,-4.0,0.009741567
-5.5,-4.0,-0.0103542
-5.0,-4.0,0.2742422
-4.5,-4.0,-0.1171257
-4.0,-4.0,0.2492739
-3.5,-4.0,0.40517380000000003
-3.0,-4.0,0.2549577
-2.5,-4.0,0.431563
-2.0,-4.0,0.468102
-1.5,-4.0,0.4504414
-1.0,-4.0,0.3562521
-0.5,-4.0,0.6779987
0.0,-4.0,0.9256522
0.5,-4.0,0.3818293
1.0,-4.0,0.7634593
1.5,-4.0,0.7774660999999999
2.0,-4.0,0.6550602
2.5,-4.0,0.5901018
3.0,-4.0,0.5645247
3.5,-4.0,0.5340755
4.0,-4.0,0.6589171
4.5,-4.0,0.6039057
5.0,-4.0,0.6097923
5.5,-4.0,0.665007
6.0,-4.0,0.7829467
6.5,-4.0,0.6047176
7.0,-4.0,0.6083714
7.5,-4.0,0.4270972
8.0,-4.0,0.46079429999999993
-8.0,-3.5,-0.273832
-7.5,-3.5,-0.1329587
-7.0,-3.5,0.1871574
-6.5,-3.5,0.2466349
-6.0,-3.5,0.2515068
-5.5,-3.5,0.1416867
-5.0,-3.5,0.1435137
-4.5,-3.5,0.05277497
-4.0,-3.5,0.05460193
-3.5,-3.5,0.3294567
-3.0,-3.5,0.3099692
-2.5,-3.5,0.4995664
-2.0,-3.5,0.7628507
-1.5,-3.5,0.7372734
-1.0,-3.5,0.4234433
-0.5,-3.5,0.8081185000000001
0.0,-3.5,0.7831501
0.5,-3.5,0.7624445999999999
1.0,-3.5,0.3369676
1.5,-3.5,0.9244344999999999
2.0,-3.5,0.6388207
2.5,-3.5,0.6424746
3.0,-3.5,0.4993635
3.5,-3.5,0.4362321
4.0,-3.5,0.5760954
4.5,-3.5,0.6026876
5.0,-3.5,0.7129138
5.5,-3.5,0.7299655
6.0,-3.5,0.6556694000000001
6.5,-3.5,0.6396329000000001
7.0,-3.5,0.3804086
7.5,-3.5,0.4173534
8.0,-3.5,0.5872603000000001
-8.0,-3.0,-0.1826906
-7.5,-3.0,-0.0004078023
-7.0,-3.0,0.01095951
-6.5,-3.0,-0.04425309
-6.0,-3.0,0.046482329999999995
-5.5,-3.0,-0.09297013
-5.0,-3.0,-0.1345826
-4.5,-3.0,0.08383315999999999
-4.0,-3.0,0.3454934
-3.5,-3.0,0.1741658
-3.0,-3.0,0.21821569999999998
-2.5,-3.0,0.4528776
-2.0,-3.0,0.41410569999999997
-1.5,-3.0,0.749047
-1.0,-3.0,0.5787342999999999
-0.5,-3.0,0.6095895
0.0,-3.0,0.700328
0.5,-3.0,0.5968008
1.0,-3.0,0.7301683
1.5,-3.0,0.5722385
2.0,-3.0,0.9494026000000001
2.5,-3.0,0.7305742
3.0,-3.0,0.4417129
3.5,-3.0,0.470741
4.0,-3.0,0.5261585
4.5,-3.0,0.6838856999999999
5.0,-3.0,0.4084218
5.5,-3.0,0.5233166
6.0,-3.0,0.5332635
6.5,-3.0,0.4145116
7.0,-3.0,0.6844947
7.5,-3.0,0.1910144
8.0,-3.0,0.42506720000000003
-8.0,-2.5,-0.031058910000000002
-7.5,-2.5,-0.07470116
-7.0,-2.5,-0.06576974000000001
-6.5,-2.5,0.2981955
-6.0,-2.5,0.4045649
-5.5,-2.5,0.01501926
-5.0,-2.5,-0.1045404
-4.5,-2.5,-0.019488600000000002
-4.0,-2.5,0.30347359999999995
-3.5,-2.5,0.398678
-3.0,-2.5,0.5350905
-2.5,-2.5,0.5109341
-2.0,-2.5,0.320931
-1.5,-2.5,0.7539188
-1.0,-2.5,0.46262130000000007
-0.5,-2.5,0.5647278
0.0,-2.5,0.5070771000000001
0.5,-2.5,0.7778721
1.0,-2.5,0.5600589
1.5,-2.5,0.5775163
2.0,-2.5,0.6936294
2.5,-2.5,0.5296096
3.0,-2.5,0.5637125
3.5,-2.5,0.3292538
4.0,-2.5,0.5970038
4.5,-2.5,0.3562521
5.0,-2.5,0.5758924
5.5,-2.5,0.6485644
6.0,-2.5,0.4571405
6.5,-2.5,0.6451136000000001
7.0,-2.5,0.4983485
7.5,-2.5,0.3146382
8.0,-2.5,0.3907612
-8.0,-2.0,-0.35117020000000004
-7.5,-2.0,-0.5324379
-7.0,-2.0,0.057037859999999996
-6.5,-2.0,0.19669820000000002
-6.0,-2.0,0.31057819999999997
-5.5,-2.0,0.03207021
-5.0,-2.0,-0.1347856
-4.5,-2.0,0.279317
-4.0,-2.0,0.1833006
-3.5,-2.0,0.3785815
-3.0,-2.0,0.1816767
-2.5,-2.0,0.2078629
-2.0,-2.0,0.45267470000000004
-1.5,-2.0,0.5162121
-1.0,-2.0,0.5598555000000001
-0.5,-2.0,0.710681
0.0,-2.0,0.3434634
0.5,-2.0,0.970514
1.0,-2.0,0.5996427
1.5,-2.0,0.8042617
2.0,-2.0,0.8154260999999999
2.5,-2.0,0.821516
3.0,-2.0,0.5139791
3.5,-2.0,0.7275294
4.0,-2.0,0.3696497
4.5,-2.0,0.5972066
5.0,-2.0,0.7734061999999999
5.5,-2.0,0.6041086999999999
6.0,-2.0,0.5827942
6.5,-2.0,0.3846714
7.0,-2.0,0.5858389
7.5,-2.0,0.625626
8.0,-2.0,0.6160852
-8.0,-1.5,-0.24581969999999997
-7.5,-1.5,-0.2521124
-7.0,-1.5,0.1205753
-6.5,-1.5,0.09783981
-6.0,-1.5,0.3495534
-5.5,-1.5,0.001622078
-5.0,-1.5,-0.03633661
-4.5,-1.5,0.1124554
-4.0,-1.5,0.3053004
-3.5,-1.5,0.1973072
-3.0,-1.5,0.5202719
-2.5,-1.5,0.4246613
-2.0,-1.5,0.4293302
-1.5,-1.5,0.47398889999999994
-1.0,-1.5,0.627453
-0.5,-1.5,0.6601354
0.0,-1.5,0.542601
0.5,-1.5,0.7624445999999999
1.0,-1.5,0.6026877
1.5,-1.5,0.5957858
2.0,-1.5,0.4656662
2.5,-1.5,0.4843417
3.0,-1.5,0.704997
3.5,-1.5,0.5539691
4.0,-1.5,0.3897462
4.5,-1.5,0.7291532000000001
5.0,-1.5,0.5631035999999999
5.5,-1.5,0.6357758
6.0,-1.5,1.041968
6.5,-1.5,0.3253968
7.0,-1.5,0.4628243
7.5,-1.5,0.3789875
8.0,-1.5,0.45531340000000003
-8.0,-1.0,-0.08383569
-7.5,-1.0,-0.3184893
-7.0,-1.0,-0.1102241
-6.5,-1.0,0.09235897000000001
-6.0,-1.0,0.21374980000000002
-5.5,-1.0,0.12422910000000001
-5.0,-1.0,0.1786318
-4.5,-1.0,0.09966676
-4.0,-1.0,0.1977133
-3.5,-1.0,0.5064682
-3.0,-1.0,0.5352935000000001
-2.5,-1.0,0.6211603
-2.0,-1.0,0.2988046
-1.5,-1.0,0.2780992
-1.0,-1.0,0.4898226
-0.5,-1.0,0.8686107
0.0,-1.0,0.5442251
0.5,-1.0,0.7983743999999999
1.0,-1.0,0.5174298
1.5,-1.0,0.5058591
2.0,-1.0,0.4439459
2.5,-1.0,0.9161117
3.0,-1.0,0.6903817999999999
3.5,-1.0,0.3651838
4.0,-1.0,0.5509240000000001
4.5,-1.0,0.7344313
5.0,-1.0,0.7001254
5.5,-1.0,0.5886811
6.0,-1.0,0.8158322
6.5,-1.0,0.2653105
7.0,-1.0,0.41938349999999996
7.5,-1.0,0.6223781
8.0,-1.0,0.475004
-8.0,-0.5,-0.1642188
-7.5,-0.5,-0.1542723
-7.0,-0.5,0.0016220709999999999
-6.5,-0.5,0.05663188
-6.0,-0.5,0.40273810000000004
-5.5,-0.5,0.01704911
-5.0,-0.5,0.03491204
-4.5,-0.5,0.2620626
-4.0,-0.5,0.2620626
-3.5,-0.5,0.24115409999999998
-3.0,-0.5,0.4551107
-2.5,-0.5,0.4465848
-2.0,-0.5,0.2139528
-1.5,-0.5,0.5754865
-1.0,-0.5,0.3659959
-0.5,-0.5,0.6440987
0.0,-0.5,0.6654131
0.5,-0.5,0.46180930000000003
1.0,-0.5,0.8343047
1.5,-0.5,0.5194598
2.0,-0.5,0.674548
2.5,-0.5,0.7677225999999999
3.0,-0.5,0.4149177
3.5,-0.5,0.7338224
4.0,-0.5,0.5346847
4.5,-0.5,0.5769074000000001
5.0,-0.5,0.4906347
5.5,-0.5,0.6552635
6.0,-0.5,0.29332379999999997
6.5,-0.5,0.6130405
7.0,-0.5,0.7805113
7.5,-0.5,0.49916030000000006
8.0,-0.5,0.24886789999999998
-8.0,0.0,-0.08809846
-7.5,0.0,-0.1904041
-7.0,0.0,-0.06576987000000001
-6.5,0.0,0.1477765
-6.0,0.0,0.1881725
-5.5,0.0,0.1859396
-5.0,0.0,0.1804587
-4.5,0.0,0.22471149999999998
-4.0,0.0,0.03917477
-3.5,0.0,0.3603122
-3.0,0.0,0.5334667
-2.5,0.0,0.550721
-2.0,0.0,0.5641186
-1.5,0.0,0.3162622
-1.0,0.0,0.6995161999999999
-0.5,0.0,0.8738886
0.0,0.0,0.47277110000000006
0.5,0.0,0.29474480000000003
1.0,0.0,0.8263882
1.5,0.0,0.364778
2.0,0.0,0.398069
2.5,0.0,0.4756133
3.0,0.0,0.6501886
3.5,0.0,0.6122288
4.0,0.0,0.4301424
4.5,0.0,0.5131673
5.0,0.0,0.6601356
5.5,0.0,0.5789375
6.0,0.0,0.6631800999999999
6.5,0.0,0.5119492999999999
7.0,0.0,0.6899757
7.5,0.0,0.42100760000000004
8.0,0.0,0.3363587
-8.0,0.5,-0.08972232
-7.5,0.5,-0.224912
-7.0,0.5,-0.23567049999999998
-6.5,0.5,0.2598296
-6.0,0.5,0.2515068
-5.5,0.5,0.1948713
-5.0,0.5,0.1199663
-4.5,0.5,0.24034220000000003
-4.0,0.5,0.3329077
-3.5,0.5,0.25658169999999997
-3.0,0.5,0.3487413
-2.5,0.5,0.7849771
-2.0,0.5,0.1006817
-1.5,0.5,0.3536132
-1.0,0.5,0.5762984
-0.5,0.5,0.7882251
0.0,0.5,0.6215664
0.5,0.5,0.49956649999999997
1.0,0.5,0.7374762
1.5,0.5,0.3743187
2.0,0.5,0.5860422
2.5,0.5,0.5976130000000001
3.0,0.5,0.6938326
3.5,0.5,0.47480100000000003
4.0,0.5,0.7106811
4.5,0.5,0.5848243
5.0,0.5,0.6440987
5.5,0.5,0.5450371
6.0,0.5,0.4924616
6.5,0.5,0.5661488
7.0,0.5,0.2399361
7.5,0.5,0.3371706
8.0,0.5,0.208675
-8.0,1.0,-0.1664516
-7.5,1.0,-0.2076582
-7.0,1.0,-0.1081943
-6.5,1.0,0.031055259999999998
-6.0,1.0,0.1895934
-5.5,1.0,0.2894669
-5.0,1.0,0.01075651
-4.5,1.0,0.20603600000000002
-4.0,1.0,0.005884812
-3.5,1.0,0.3126083
-3.0,1.0,0.5216928
-2.5,1.0,0.5371203999999999
-2.0,1.0,0.399287
-1.5,1.0,0.24521400000000002
-1.0,1.0,0.5208809
-0.5,1.0,0.7504679000000001
0.0,1.0,0.7928942
0.5,1.0,0.4959127
1.0,1.0,0.8576493
1.5,1.0,0.320119
2.0,1.0,0.6268442
2.5,1.0,0.3844686
3.0,1.0,0.8050736
3.5,1.0,0.3862955
4.0,1.0,0.4741921
4.5,1.0,0.6104018
5.0,1.0,0.4632304
5.5,1.0,0.4201955
6.0,1.0,0.4165416
6.5,1.0,0.5600591
7.0,1.0,0.3566582
7.5,1.0,0.23770330000000003
8.0,1.0,0.6296864
-8.0,1.5,-0.1625949
-7.5,1.5,-0.5302053
-7.0,1.5,-0.050342729999999995
-6.5,1.5,0.1536634
-6.0,1.5,0.2139529
-5.5,1.5,0.14940050000000002
-5.0,1.5,0.2161857
-4.5,1.5,0.01928197
-4.0,1.5,0.3057065
-3.5,1.5,0.03815983
-3.0,1.5,0.30631549999999996
-2.5,1.5,0.518445
-2.0,1.5,0.5352936
-1.5,1.5,0.5535633
-1.0,1.5,0.4098428
-0.5,1.5,0.5620890000000001
0.0,1.5,0.7214399
0.5,1.5,0.485154
1.0,1.5,0.767317
1.5,1.5,0.47967309999999996
2.0,1.5,0.4579525
2.5,1.5,0.8862717
3.0,1.5,0.3355468
3.5,1.5,0.6331372
4.0,1.5,0.9120523
4.5,1.5,0.8777462
5.0,1.5,0.5166183
5.5,1.5,0.44820899999999997
6.0,1.5,0.518242
6.5,1.5,0.1670611
7.0,1.5,0.521084
7.5,1.5,0.4277063
8.0,1.5,0.45267480000000004
-8.0,2.0,-0.15264860000000002
-7.5,2.0,-0.1556934
-7.0,2.0,-0.1055555
-6.5,2.0,0.004463867
-6.0,2.0,0.06657863
-5.5,2.0,0.24785300000000002
-5.0,2.0,0.01319234
-4.5,2.0,0.208675
-4.0,2.0,0.2316134
-3.5,2.0,0.1826917
-3.0,2.0,0.2241026
-2.5,2.0,0.5450372
-2.0,2.0,0.5407745
-1.5,2.0,0.5673668000000001
-1.0,2.0,0.441713
-0.5,2.0,0.3936034
0.0,2.0,0.6950506
0.5,2.0,0.7478292999999999
1.0,2.0,0.5087014000000001
1.5,2.0,0.6828708
2.0,2.0,0.325397
2.5,2.0,0.45856169999999996
3.0,2.0,0.594974
3.5,2.0,0.7388974
4.0,2.0,0.5673668000000001
4.5,2.0,0.6132436
5.0,2.0,0.6051238
5.5,2.0,0.7701587
6.0,2.0,0.14046869999999997
6.5,2.0,0.3154503
7.0,2.0,0.4116698
7.5,2.0,0.4195866
8.0,2.0,0.4461789
-8.0,2.5,-0.3438627
-7.5,2.5,-0.2446018
-7.0,2.5,-0.5011781
-6.5,2.5,-0.177007
-6.0,2.5,0.045264399999999996
-5.5,2.5,0.3061125
-5.0,2.5,0.2624685
-4.5,2.5,0.038768800000000006
-4.0,2.5,0.01441028
-3.5,2.5,0.206848
-3.0,2.5,0.31423239999999997
-2.5,2.5,0.5052502999999999
-2.0,2.5,0.2263355
-1.5,2.5,0.8779490000000001
-1.0,2.5,0.1934503
-0.5,2.5,0.5901023
0.0,2.5,0.4948975
0.5,2.5,0.5704117
1.0,2.5,0.9418922
1.5,2.5,0.6767811
2.0,2.5,0.6794197
2.5,2.5,0.5911172
3.0,2.5,0.8507475
3.5,2.5,0.8728739
4.0,2.5,0.6599323
4.5,2.5,0.2169977
5.0,2.5,0.6067478
5.5,2.5,0.6706913
6.0,2.5,0.7005312
6.5,2.5,0.3172772
7.0,2.5,0.4136997
7.5,2.5,0.15325740000000002
8.0,2.5,0.288452
-8.0,3.0,-0.07794905
-7.5,3.0,-0.4636256
-7.0,3.0,-0.2998144
-6.5,3.0,0.00527584
-6.0,3.0,0.14331059999999998
-5.5,3.0,0.169294
-5.0,3.0,-0.008933291
-4.5,3.0,0.04830921
-4.0,3.0,0.1946683
-3.5,3.0,0.27200939999999996
-3.0,3.0,0.2291775
-2.5,3.0,0.598831
-2.0,3.0,0.36863490000000004
-1.5,3.0,0.30124059999999997
-1.0,3.0,0.4380591
-0.5,3.0,0.5391503
0.0,3.0,0.6982984000000001
0.5,3.0,0.5758925
1.0,3.0,0.7618357
1.5,3.0,0.6463316
2.0,3.0,0.725906
2.5,3.0,0.5042354
3.0,3.0,0.6195365
3.5,3.0,0.7660986000000001
4.0,3.0,0.2415602
4.5,3.0,0.33777969999999996
5.0,3.0,0.7393033
5.5,3.0,0.7147411
6.0,3.0,0.4614035
6.5,3.0,0.2415601
7.0,3.0,0.17578980000000002
7.5,3.0,0.4216165
8.0,3.0,0.4165416
-8.0,3.5,-0.08180578999999999
-7.5,3.5,-0.339194
-7.0,3.5,-0.3446748
-6.5,3.5,0.1002758
-6.0,3.5,-0.2409481
-5.5,3.5,-0.04689195
-5.0,3.5,0.283783
-4.5,3.5,0.01156846
-4.0,3.5,0.01035054
-3.5,3.5,0.130319
-3.0,3.5,0.4293303
-2.5,3.5,0.4583586
-2.0,3.5,0.3148412
-1.5,3.5,0.2839861
-1.0,3.5,0.6124315
-0.5,3.5,0.1329579
0.0,3.5,0.4900257
0.5,3.5,0.6069506
1.0,3.5,0.7112902
1.5,3.5,0.4488177
2.0,3.5,0.5440224
2.5,3.5,0.30002260000000003
3.0,3.5,0.3489444
3.5,3.5,0.1085985
4.0,3.5,0.2610477
4.5,3.5,0.4297362
5.0,3.5,0.4585616
5.5,3.5,0.8073064
6.0,3.5,0.5590439
6.5,3.5,0.3728978
7.0,3.5,0.2147648
7.5,3.5,0.1851275
8.0,3.5,0.399084
-8.0,4.0,-0.274644
-7.5,4.0,-0.3621315
-7.0,4.0,-0.2730201
-6.5,4.0,0.05724086
-6.0,4.0,0.3702588
-5.5,4.0,0.1873606
-5.0,4.0,0.1971043
-4.5,4.0,0.051557019999999995
-4.0,4.0,0.09621584999999999
-3.5,4.0,0.3164652
-3.0,4.0,0.1041326
-2.5,4.0,0.4701322
-2.0,4.0,0.361936
-1.5,4.0,0.6071537
-1.0,4.0,0.6099958
-0.5,4.0,0.36173299999999997
0.0,4.0,0.6199422
0.5,4.0,0.41329380000000004
1.0,4.0,0.3934002
1.5,4.0,0.34305749999999996
2.0,4.0,0.400708
2.5,4.0,0.5405715000000001
3.0,4.0,0.27505419999999997
3.5,4.0,0.2115169
4.0,4.0,0.44313389999999997
4.5,4.0,0.669879
5.0,4.0,0.8718588
5.5,4.0,0.6956595
6.0,4.0,0.7346345000000001
6.5,4.0,0.2188247
7.0,4.0,0.1000728
7.5,4.0,0.3479294
8.0,4.0,0.3128114
-8.0,4.5,-0.008730294
-7.5,4.5,-0.4106458
-7.0,4.5,-0.018676710000000003
-6.5,4.5,-0.03227686
-6.0,4.5,0.47926689999999994
-5.5,4.5,0.1382358
-5.0,4.5,-0.02517229
-4.5,4.5,-0.006091427
-4.0,4.5,-0.006700417
-3.5,4.5,0.18878150000000002
-3.0,4.5,0.49246149999999994
-2.5,4.5,0.6116195
-2.0,4.5,0.3530042
-1.5,4.5,0.41126379999999996
-1.0,4.5,0.6175064
-0.5,4.5,0.2113138
0.0,4.5,0.48555970000000004
0.5,4.5,0.8223279
1.0,4.5,0.5160089999999999
1.5,4.5,0.2709943
2.0,4.5,0.23384629999999998
2.5,4.5,0.3093603
3.0,4.5,0.07124749
3.5,4.5,0.2312074
4.0,4.5,0.5456463
4.5,4.5,0.8493263
5.0,4.5,0.3170741
5.5,4.5,0.9201714999999999
6.0,4.5,0.6136494
6.5,4.5,0.3136232
7.0,4.5,0.38751339999999995
7.5,4.5,0.166046
8.0,4.5,0.30266160000000003
-8.0,5.0,-0.23201670000000002
-7.5,5.0,-0.5789223
-7.0,5.0,-0.3286386
-6.5,5.0,-0.04790689
-6.0,5.0,0.1240261
-5.5,5.0,0.1355968
-5.0,5.0,0.04282855
-4.5,5.0,0.16767
-4.0,5.0,-0.15772319999999998
-3.5,5.0,0.436232
-3.0,5.0,0.4482086
-2.5,5.0,0.2598296
-2.0,5.0,0.318495
-1.5,5.0,0.4662751
-1.0,5.0,0.5687875
-0.5,5.0,0.6177093
0.0,5.0,0.08870504
0.5,5.0,0.785992
1.0,5.0,0.9049471
1.5,5.0,0.6715028000000001
2.0,5.0,0.5127609000000001
2.5,5.0,0.361124
3.0,5.0,0.21943369999999998
